Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label
862,10973,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.94171930000002,-33.0610385,29
863,7248,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,137.1392626,-33.0617164,54
864,4080,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,RESI,138.70952830000002,-33.0622315,80
865,9803,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.6383074,-33.0625255,29
866,9085,Fe,Fe,OCCURRENCE,Not worked,Low Significance,METL,136.08791369999997,-32.7287354,54
867,8552,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,REGO,135.74087580000003,-32.7295534,43
868,6642,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.7402555,-32.7301924,68
869,11594,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,137.30741469999998,-30.8101294,73
870,10798,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.4409325,-31.0204344,64
871,3215,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,FBRC,138.6244355,-31.0240494,43
872,9104,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,LMST,138.8603174,-31.0282455,43
873,8207,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.993197,-31.030377299999998,17
874,7414,Ni,Ni,OCCURRENCE,Not worked,Low Significance,KOMT,135.13705290000001,-31.030530300000002,82
875,11810,HMIN,HMIN,PROSPECT,Not worked,Low Significance,SAND,132.8576994,-31.0305922,16
876,6536,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,138.9773284,-31.031118499999998,43
877,1746,OCR,OCR,OCCURRENCE,Not worked,Low Significance,IRSU,136.34877580000003,-30.872113399999996,55
878,3092,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.2733091,-30.6332903,17
879,6791,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,134.605828,-30.6441173,54
880,9097,Zn,Zn,OCCURRENCE,Not worked,Low Significance,MSED,134.640264,-30.6450743,70
881,3024,"Cu, Au, U",Cu,PROSPECT,Not worked,Locally Significant,BREC,136.9504757,-30.6487564,68
882,6821,COAL,COAL,OCCURRENCE,Not worked,Low Significance,COAL,134.0844271,-30.650993300000003,12
883,9199,"Zn, Cu",Zn,OCCURRENCE,Abandoned,Low Significance,VEIN,138.34614150000002,-30.896760399999998,70
884,8074,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,136.90283169999998,-30.6719684,23
885,11525,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,134.759161,-30.672492300000002,68
886,566,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,136.14684680000002,-30.672589399999996,38
887,395,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,134.571775,-30.676576300000004,68
888,8468,"Zn, Pb",Zn,OCCURRENCE,Not worked,Low Significance,VEIN,138.8890464,-31.0631865,70
889,3214,"Cu, Ag, Pb",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6465615,-31.065652399999998,68
890,3033,"Cu, REE",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,136.9657487,-31.0657424,68
891,6526,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.67608049999998,-31.066819399999996,64
892,6492,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6601925,-31.069508399999997,68
893,6335,Mn,Mn,DEPOSIT,Abandoned,Low Significance,MNOR,138.7989574,-31.071561499999998,64
894,6350,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.7969754,-31.072459499999997,64
895,3207,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6051895,-31.0733684,68
896,6491,"BAR, CELES",BAR,OCCURRENCE,Not worked,Low Significance,QBAU,139.3055914,-31.3067585,74
897,8266,ASBT,ASBT,OCCURRENCE,Not worked,Low Significance,TCTO,138.7199334,-31.3078045,34
898,11344,Cu,Cu,OCCURRENCE,Not worked,Low Significance,IRSU,138.99058440000002,-31.0330725,68
899,11509,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.774683,-31.0395113,17
900,3077,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,135.112619,-31.0882913,17
901,3087,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,135.07283,-31.0887423,17
902,11340,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MINO,138.8553784,-31.0896375,68
903,3045,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,135.108746,-31.0897103,17
904,3031,"Cu, U",Cu,OCCURRENCE,Not worked,Low Significance,IRSM,137.1303887,-31.0899174,68
905,3102,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,135.12381489999999,-31.090845299999998,17
906,3104,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.12170590000002,-31.0908923,17
907,6413,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.59174050000001,-31.091427399999997,68
908,4758,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.089089,-31.103930300000002,17
909,6423,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.96276640000002,-31.1041425,43
910,6418,Ag,Ag,OCCURRENCE,Not worked,Low Significance,VEIN,138.9635484,-31.104334499999997,47
911,3116,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,135.08215800000002,-31.1046293,17
912,3122,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,135.109916,-31.104789299999997,17
913,3035,"Cu, Ag, Co, Zn",Cu,DEPOSIT,Not worked,Locally Significant,SHLE,137.1544197,-31.1051224,68
914,3114,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,135.090045,-31.1055353,17
915,8217,SLAT,SLAT,OCCURRENCE,Seasonal,Locally Significant,SLAT,137.2562027,-30.6768224,3
916,11448,Au,Au,PROSPECT,Not worked,Low Significance,VEIN,134.783988,-31.220401300000002,17
917,6502,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.8945794,-31.222382500000002,68
918,6344,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7329374,-31.222700500000002,43
919,3129,"Au, Ag",Au,DEPOSIT,Not worked,Significant to SA,TCTO,134.76487,-31.2263593,17
920,433,SALT,SALT,DEPOSIT,Abandoned,Locally Significant,EVAP,136.3990918,-31.229663399999996,45
921,7417,"Pb, PHOS, Zn",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,135.18239690000001,-31.2300183,43
922,6470,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6696435,-31.235363399999997,68
923,6428,ASBT,ASBT,PROSPECT,Abandoned,Low Significance,MTHH,138.7223264,-31.3092085,34
924,11394,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.68866540000002,-31.310282399999995,29
925,7876,BAR,BAR,OCCURRENCE,Rehabilitated,Low Significance,QBAU,138.8657064,-31.3160745,74
926,11451,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.857075,-31.3166423,17
927,7850,BAR,BAR,DEPOSIT,Care/ Maintenance,Low Significance,QBAU,138.8968804,-31.31858350000001,74
928,11808,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,133.0809782,-31.3207723,16
929,7875,BAR,BAR,PROSPECT,Ceased,Low Significance,QBAU,138.85627340000002,-31.3209155,74
930,3750,COAL,COAL,PROSPECT,Not worked,Locally Significant,LIGN,132.0720094,-30.7603543,12
931,359,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.62518500000002,-30.7623673,17
932,3151,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.098672,-31.091606300000002,17
933,3130,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,135.068633,-31.092411300000002,17
934,6357,Mn,Mn,DEPOSIT,Abandoned,Low Significance,MNOR,138.8222864,-31.0930045,64
935,6494,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.73919640000003,-31.386966499999996,68
936,3140,"Cu, Ag, Co, Zn",Cu,DEPOSIT,Not worked,Locally Significant,SHLE,137.13328769999998,-31.3893564,68
937,1938,Cu,Cu,OCCURRENCE,Not worked,Low Significance,BREC,138.76309640000002,-31.3900015,68
938,9076,COAL,COAL,DEPOSIT,Not worked,Locally Significant,LIGN,132.4952653,-31.3917203,12
939,7877,BAR,BAR,DEPOSIT,Abandoned,Low Significance,QBAU,138.7984104,-31.3929565,74
940,6493,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.7354764,-31.3930335,68
941,9838,"Cu, Au",Cu,PROSPECT,Not worked,Low Significance,SKRN,137.14940269999997,-31.110438399999996,68
942,6339,BAR,BAR,DEPOSIT,Abandoned,Low Significance,QBAU,138.7744524,-31.1108555,74
943,6334,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6438685,-31.1110614,68
944,3115,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.560688,-30.6993613,17
945,396,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.499041,-30.6994243,17
946,6817,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.531306,-30.6996893,17
947,6798,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.54091200000002,-30.699723300000002,17
948,6826,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.54143200000001,-30.7002133,17
949,6846,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.561752,-30.7003733,17
950,6835,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.56928,-30.7005973,17
951,6799,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.548155,-30.700732300000002,17
952,6348,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5284665,-31.235707399999995,43
953,11536,Zn,Zn,OCCURRENCE,Not worked,Low Significance,QTZT,134.70654199999998,-30.7117903,70
954,9358,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.4718761,-30.7118593,17
955,6783,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.53858400000001,-30.7127993,17
956,6793,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.533131,-30.7132043,17
957,565,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,136.1261178,-30.7134484,38
958,3044,"Au, Ag, Co",Au,OCCURRENCE,Not worked,Locally Significant,VEIN,134.47366599999998,-30.7667293,17
959,4907,Fe,Fe,OCCURRENCE,Not worked,Low Significance,BIFM,135.3607499,-30.7729803,54
960,596,BAR,BAR,DEPOSIT,Seasonal,Locally Significant,QBAU,138.4360035,-30.966396399999997,74
961,4323,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.48112350000002,-30.966657399999995,68
962,10795,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.7195575,-30.968066399999998,68
963,1937,Cu,Cu,OCCURRENCE,Not worked,Low Significance,BREC,138.7525004,-31.393423499999997,68
964,577,"Cu, Ag, Co, Pb",Cu,DEPOSIT,Abandoned,Locally Significant,MTHH,138.12571450000002,-30.811201399999998,68
965,7416,Ni,Ni,OCCURRENCE,Not worked,Low Significance,KOMT,134.67219,-30.8144043,82
966,419,Sn,Sn,OCCURRENCE,Not worked,Low Significance,GREI,134.895236,-30.815654300000002,77
967,9200,"Pb, Ag, Zn",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1308665,-30.8213524,43
968,3133,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.4068811,-30.7008413,17
969,6850,Au,Au,DEPOSIT,Abandoned,Locally Significant,VEIN,134.537176,-30.7014793,17
970,603,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,MTHH,138.4032185,-30.897738399999998,68
971,9918,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.3662735,-30.8987054,23
972,8867,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,132.1558794,-30.901462300000002,59
973,8344,HMIN,HMIN,DEPOSIT,Active Mine,Significant to SA,SAND,132.22027340000002,-30.9076433,16
974,10793,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.6491275,-30.9130364,68
975,8868,GRNT,GRNT,OCCURRENCE,Seasonal,Low Significance,GRNT,132.1633584,-30.91380130000001,50
976,8216,"SAND, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,136.8004197,-30.917233399999997,73
977,360,"Zn, Ag, Pb",Zn,OCCURRENCE,Not worked,Low Significance,GOSS,134.960549,-30.9229043,70
978,615,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.5275455,-30.9232654,74
979,10482,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.77163249999998,-30.968294399999994,68
980,6387,"FELD, ASBT",FELD,OCCURRENCE,Not worked,Low Significance,VEIN,138.4377175,-30.968546399999997,1
981,8894,Zn,Zn,OCCURRENCE,Not worked,Low Significance,GOSS,138.6757275,-30.9704864,70
982,9839,Cu,Cu,PROSPECT,Not worked,Significant to SA,SBRC,137.2081757,-30.975370399999996,68
983,6554,"Pb, Ag",Pb,PROSPECT,Abandoned,Locally Significant,VEIN,138.90954140000002,-31.0735925,43
984,6305,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7664504,-31.0741475,68
985,6326,"FEORE, Fe",FEORE,OCCURRENCE,Abandoned,Low Significance,METL,138.6303645,-31.074625399999995,33
986,6472,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.7717374,-31.0402765,68
987,11614,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,138.8091224,-31.0410025,43
988,10857,GYPS,GYPS,PROSPECT,Not worked,Low Significance,GPSA,132.18054840000002,-31.0449663,48
989,7425,Au,Au,OCCURRENCE,Not worked,Low Significance,GOID,134.85098200000002,-31.0466233,17
990,6420,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.0472705,-31.047249400000002,68
991,6437,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,SLST,138.6163065,-31.0477794,42
992,6425,"Cu, Pb",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.10057340000003,-31.047879499999997,68
993,11343,Pb,Pb,OCCURRENCE,Not worked,Low Significance,GOSS,138.90688640000002,-31.0507435,43
994,6351,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,REGO,138.8109854,-31.0538875,80
995,11342,"Pb, Ag",Pb,OCCURRENCE,Not worked,Low Significance,IRSU,138.9001474,-31.0539765,43
996,3748,ALU,ALU,PROSPECT,Not worked,Low Significance,RESI,132.14344540000002,-30.851769300000004,58
997,10439,"Fe, COR",Fe,OCCURRENCE,Not worked,Low Significance,QMTU,131.7597134,-30.585749300000003,54
998,407,GNSS,GNSS,DEPOSIT,Not worked,Locally Significant,GNSS,132.7377833,-30.586243300000003,63
999,11563,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.613254,-30.5875613,17
1000,411,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.13479809999998,-30.683326300000004,17
1001,416,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.961352,-30.6845213,17
1002,6785,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.960542,-30.6857663,17
1003,3096,"Sn, Au, Mo",Sn,OCCURRENCE,Abandoned,Low Significance,VEIN,135.088346,-31.0759613,77
1004,3145,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,135.12308190000002,-31.0763363,17
1005,6361,"Pb, Ag, Cu",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8578554,-31.0773645,43
1006,6534,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.8484184,-31.077568499999998,64
1007,3064,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,135.1228839,-31.077582300000003,17
1008,3054,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.075385,-31.0790803,17
1009,3084,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,135.084969,-31.0792583,17
1010,6429,BAR,BAR,DEPOSIT,Care/ Maintenance,Locally Significant,QBAU,138.8606714,-31.3224165,74
1011,8798,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,136.8753607,-31.3239284,38
1012,6432,"Cu, CLAY",Cu,OCCURRENCE,Not worked,Low Significance,SLST,138.72566740000002,-31.328822499999998,68
1013,6509,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.2399854,-31.054010499999997,68
1014,8888,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.72696499999998,-31.0601353,17
1015,9077,COAL,COAL,DEPOSIT,Not worked,Locally Significant,LIGN,132.1421134,-31.0930603,12
1016,3152,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.1162879,-31.093306300000002,17
1017,3067,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.08369,-31.0938093,17
1018,3082,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.105963,-31.0954713,17
1019,3150,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.047928,-31.0987633,17
1020,6561,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9362884,-31.0996615,68
1021,3062,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.113182,-31.1001303,17
1022,6482,ALU,ALU,OCCURRENCE,Not worked,Low Significance,RESI,139.1702504,-31.1005805,58
1023,3086,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.1147469,-31.101744300000004,17
1024,9153,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,136.90152369999998,-30.589219399999998,68
1025,3238,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8627544,-31.111278499999997,43
1026,6403,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.7786614,-31.1119235,74
1027,6338,BAR,BAR,DEPOSIT,Abandoned,Low Significance,QBAU,138.7727264,-31.1123495,74
1028,3213,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.5479165,-31.112427399999998,68
1029,6436,SLST,SLST,OCCURRENCE,Not worked,Low Significance,LMST,138.58749550000002,-31.114257399999996,42
1030,11113,BAR,BAR,OCCURRENCE,Not worked,Low Significance,BARI,138.7613864,-31.114531500000002,74
1031,4759,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,135.072067,-31.114958299999998,17
1032,6404,BAR,BAR,DEPOSIT,Care/ Maintenance,Low Significance,QBAU,138.7915784,-31.115483500000003,74
1033,10781,"COAL, Au",COAL,OCCURRENCE,Not worked,Low Significance,LIGN,134.896941,-30.6861653,12
1034,11804,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,132.8862178,-31.237353600000002,16
1035,11391,BAR,BAR,OCCURRENCE,Not worked,Low Significance,BARI,138.6757944,-31.2389834,74
1036,6382,"TRN, POT",TRN,OCCURRENCE,Not worked,Low Significance,EVAP,138.0772065,-31.240721399999998,40
1037,3127,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.813942,-31.243969300000003,17
1038,11395,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.6651865,-31.2454464,29
1039,6414,"Cu, Pb",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.67433640000002,-31.2464794,68
1040,3210,"Pb, Ag, Cu",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7135564,-31.2473414,43
1041,11809,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,133.11308119999998,-31.2525933,16
1042,9108,Pb,Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5159355,-31.253169399999997,43
1043,10215,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.4035465,-31.3320864,83
1044,6459,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.8381914,-31.3339245,74
1045,6349,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6356464,-31.336214399999996,68
1046,11388,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.7528084,-31.336335499999997,68
1047,6521,DOL,DOL,OCCURRENCE,Not worked,Low Significance,LMST,138.6394034,-31.337275399999996,32
1048,9149,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.0743157,-31.339969399999998,68
1049,6424,BAR,BAR,PROSPECT,Abandoned,Low Significance,QBAU,138.83481840000002,-31.3424615,74
1050,10431,GARN,GARN,OCCURRENCE,Not worked,Low Significance,GNSS,132.12569240000002,-30.7740913,15
1051,3068,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.098725,-31.1024613,17
1052,6415,BAR,BAR,DEPOSIT,Abandoned,Low Significance,QBAU,139.17939140000001,-31.10326550000001,74
1053,3220,"Zn, SHZ",Zn,PROSPECT,Care/ Maintenance,Low Significance,MTHH,139.29791840000001,-31.3940525,70
1054,10209,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,138.7223954,-31.3948315,29
1055,6319,BAR,BAR,DEPOSIT,Abandoned,Low Significance,QBAU,138.7447674,-31.39581350000001,74
1056,7878,BAR,BAR,PROSPECT,Abandoned,Low Significance,QBAU,138.73656540000002,-31.3958495,74
1057,1939,Cu,Cu,OCCURRENCE,Not worked,Low Significance,BREC,138.76686740000002,-31.3958765,68
1058,430,SDST,SDST,OCCURRENCE,Not worked,Low Significance,SDST,136.86881069999998,-31.3966224,38
1059,3118,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.07127,-31.116379300000002,17
1060,11396,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.6919655,-31.1173114,29
1061,6845,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.543283,-30.7019703,17
1062,6829,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.550209,-30.702201300000002,17
1063,6828,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.54781699999998,-30.702906300000002,17
1064,6824,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.54656599999998,-30.7033353,17
1065,6806,Au,Au,DEPOSIT,Abandoned,Locally Significant,VEIN,134.53143400000002,-30.703407300000002,17
1066,9086,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,135.03078100000002,-31.2537833,17
1067,412,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.4242241,-30.7169353,17
1068,408,MSLT,MSLT,DEPOSIT,Care/ Maintenance,Locally Significant,MSLT,134.496891,-30.718620299999998,29
1069,11535,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.44644209999998,-30.721769300000002,17
1070,410,"Pb, Ag, Cu, Zn",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,134.39302709999998,-30.778739299999998,43
1071,3023,"Cu, Ag, U",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6526246,-30.780390399999998,68
1072,3100,"Cu, Fe, REE, U, U3O8",Cu,PROSPECT,Not worked,Locally Significant,IRSM,137.2491267,-30.982457399999998,68
1073,10792,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.8205574,-30.984546500000004,68
1074,4173,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4303135,-30.9872974,68
1075,1936,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.76523740000002,-31.3972545,68
1076,6395,BAR,BAR,PROSPECT,Rehabilitated,Low Significance,QBAU,138.7980924,-31.3985755,74
1077,11553,Au,Au,OCCURRENCE,Not worked,Low Significance,CLYR,134.58416599999998,-30.8245033,17
1078,11100,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,GOSS,138.14171149999999,-30.8253564,43
1079,401,OPAL,OPAL,OCCURRENCE,Not worked,Low Significance,OPAL,132.1569944,-30.827701300000005,71
1080,580,"Pb, Ag, Cu",Pb,OCCURRENCE,Abandoned,Low Significance,MTHH,138.13755849999998,-30.831763399999996,43
1081,6823,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.53688400000001,-30.703652299999998,17
1082,9618,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.1753067,-30.8571674,68
1083,3085,Au,Au,OCCURRENCE,Not worked,Low Significance,CGLM,134.943421,-30.8599143,17
1084,4922,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,135.050947,-30.861451300000002,59
1085,569,"Fe, Au",Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.17077,-30.724626300000004,54
1086,598,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.4629665,-30.928327399999997,74
1087,550,RHYO,RHYO,DEPOSIT,Seasonal,Locally Significant,RHYO,135.5273549,-30.9314893,22
1088,8899,HMIN,HMIN,DEPOSIT,Not worked,Locally Significant,SAND,132.2536464,-30.9319153,16
1089,10337,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.95761299999998,-30.936257300000005,17
1090,3022,"Cu, U",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.0505887,-30.9372164,68
1091,4253,"Cu, Fe",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5427065,-30.9372834,68
1092,3173,"Cu, Au, Co",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6713475,-30.938926399999996,68
