MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
3168,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7319225,-30.4481284
4324,"MAGS, DOL",MAGS,DEPOSIT,Not worked,Locally Significant,MGNS,138.2581266,-30.4485884
3508,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1571787,-30.4519274
3505,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1750007,-30.4522404
10854,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.5611745,-30.5304394
9214,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,139.2858474,-30.5324265
8350,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.5305055,-30.5332254
9098,"Zn, Mo, TOZ",Zn,OCCURRENCE,Not worked,Low Significance,MTHH,135.2852489,-30.5424333
3506,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1711077,-30.4551014
3501,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1777077,-30.4552064
3495,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1926697,-30.4564334
3494,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1852587,-30.4565814
3514,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1588537,-30.4573884
3518,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1533637,-30.4574734
10886,LMST,LMST,DEPOSIT,Active Mine,Low Significance,LMST,136.8336277,-30.4579704
4212,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7483675,-30.4589264
9341,FLUR,FLUR,OCCURRENCE,Not worked,Low Significance,VEIN,134.829608,-30.4592863
3497,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1895107,-30.4610324
11289,MARB,MARB,OCCURRENCE,Not worked,Low Significance,MARB,138.6117325,-30.4618114
3504,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1668277,-30.4620894
3103,"Cu, Zn",Cu,OCCURRENCE,Not worked,Low Significance,LMST,137.3339417,-30.3846364
2100,PHOS,PHOS,DEPOSIT,Not worked,Low Significance,GUAN,139.3563714,-30.3850435
11532,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.5555581,-30.3852743
2156,Cu,Cu,DEPOSIT,Abandoned,Locally Significant,SDST,139.3538684,-30.3853735
11534,Fe,Fe,OCCURRENCE,Not worked,Low Significance,BIFM,134.694246,-30.3869053
4246,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9295795,-30.3870045
9227,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.9713775,-30.3885635
11453,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.3234982,-30.3898413
8624,Au,Au,OCCURRENCE,Not worked,Low Significance,GNSS,132.3516173,-30.3904523
4317,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,GUAN,138.6821415,-30.3915074
4343,MAGS,MAGS,DEPOSIT,Ceased,Locally Significant,MGNS,138.2123756,-30.3980354
4362,COAL,COAL,DEPOSIT,Ceased,Locally Significant,COAL,138.3917905,-30.4016334
382,U,U,OCCURRENCE,Not worked,Low Significance,SAND,134.5271241,-30.4072353
11544,Pb,Pb,OCCURRENCE,Not worked,Low Significance,MTHH,134.3405081,-30.4124363
9089,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.555062,-30.5627403
8824,COAL,COAL,DEPOSIT,Not worked,Low Significance,COAL,138.4121625,-30.5637574
607,BAR,BAR,DEPOSIT,Abandoned,Low Significance,QBAU,138.2559275,-30.5639834
4220,MAGS,MAGS,DEPOSIT,Not worked,Locally Significant,MGNS,138.3702935,-30.5649264
8349,Mn,Mn,OCCURRENCE,Not worked,Low Significance,IRSU,138.8870185,-30.5654795
8215,LMST,LMST,DEPOSIT,Seasonal,Locally Significant,LMST,136.8559267,-30.5658804
4207,Cu,Cu,DEPOSIT,Seasonal,Locally Significant,VEIN,138.4435945,-30.5694304
4200,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9038445,-30.5695725
4436,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4585585,-30.5711664
9082,Au,Au,OCCURRENCE,Not worked,Low Significance,IRSU,133.3466262,-30.5739343
8025,MAGS,MAGS,OCCURRENCE,Recreation,Low Significance,MGNM,139.2382324,-30.4791365
4274,"Cu, MARB",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5877515,-30.4791954
2110,MAGS,MAGS,DEPOSIT,Abandoned,Low Significance,MGNM,139.2307194,-30.4798465
8023,MAGS,MAGS,OCCURRENCE,Recreation,Low Significance,MGNM,139.2221624,-30.4807225
3503,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1895177,-30.4821264
404,LMST,LMST,PROSPECT,Abandoned,Locally Significant,LMST,131.5127535,-30.4846843
4395,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.3609045,-30.4854964
4189,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.7092745,-30.4860694
4161,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.4821525,-30.4860824
9228,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.8580865,-30.4920935
3499,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.2133457,-30.4948944
606,BAR,BAR,DEPOSIT,Abandoned,Low Significance,QBAU,138.5145095,-30.4958754
3523,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.2084387,-30.4990364
3512,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.2117137,-30.5010554
8348,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,IRSU,138.7029815,-30.5056234
3516,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.2071617,-30.5093264
10426,Au,Au,OCCURRENCE,Abandoned,Low Significance,GRVL,138.5209985,-30.5095934
4746,KAO,KAO,OCCURRENCE,Not worked,Low Significance,CLYS,140.4171103,-30.5097685
10425,Cu,Cu,OCCURRENCE,Not worked,Low Significance,DLOM,138.5264235,-30.5133944
4415,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.9068515,-30.5143755
10757,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.8193505,-30.5148514
4389,Cu,Cu,OCCURRENCE,Not worked,Low Significance,GOSS,138.5329335,-30.5155024
9916,"LMST, DOL",LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.4057095,-30.5164134
11604,FELD,FELD,OCCURRENCE,Not worked,Low Significance,PEGM,140.1513912,-31.9604025
955,"FELD, BRL, CHI",FELD,DEPOSIT,Abandoned,Low Significance,PEGM,140.4595012,-31.9621105
957,"FELD, BRL",FELD,OCCURRENCE,Abandoned,Low Significance,FPEG,140.4955342,-31.9621235
9932,GNSS,GNSS,DEPOSIT,Active Mine,Locally Significant,GNSS,141.481534,-31.9655966
8870,HMIN,HMIN,OCCURRENCE,Not worked,Locally Significant,SAND,134.1004621,-31.9658033
924,"FEORE, Bi",FEORE,OCCURRENCE,Abandoned,Low Significance,IRSM,140.4793152,-31.9670205
11628,FLUR,FLUR,DEPOSIT,Abandoned,Low Significance,PEGM,140.3264622,-32.0838625
881,"Cu, Zn",Cu,OCCURRENCE,Not worked,Low Significance,GOSS,140.3896412,-32.0842615
11629,Zn,Zn,PROSPECT,Not worked,Low Significance,SULM,140.3477772,-32.0850865
9251,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MSED,138.8482244,-32.0853155
10756,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.8149115,-30.5167624
8951,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.7908435,-30.5176064
10853,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.5144275,-30.5188594
4406,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.5502255,-30.5197074
4329,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0945114,-30.5207795
8282,Cu,Cu,PROSPECT,Abandoned,Locally Significant,VEIN,138.5469445,-30.5210524
4371,"Pb, Ag, Cu",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,138.6616575,-30.5216654
8281,Cu,Cu,OCCURRENCE,Abandoned,Locally Significant,VEIN,138.5314475,-30.5233954
4232,Cu,Cu,DEPOSIT,Abandoned,Locally Significant,VEIN,138.5390575,-30.5246384
8801,GRVL,GRVL,OCCURRENCE,Rehabilitated,Low Significance,GRVL,139.5782864,-30.5256935
4391,Cu,Cu,OCCURRENCE,Care/ Maintenance,Low Significance,VEIN,138.5407915,-30.5261144
4213,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5591185,-30.5265494
4437,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6819615,-30.5266294
4289,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5650995,-30.5276094
4435,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6698345,-30.5283064
8858,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,132.1085824,-30.5283263
9030,HMIN,HMIN,DEPOSIT,Not worked,Locally Significant,SAND,132.6788773,-30.5292803
6370,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4789324,-31.9547754
6518,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.2648915,-31.9571954
1049,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,140.4637912,-31.9578075
6355,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2667073,-31.9579065
948,"FELD, Be",FELD,OCCURRENCE,Abandoned,Low Significance,PEGM,140.2329082,-31.9587335
4370,Cu,Cu,DEPOSIT,Not worked,Locally Significant,REGO,138.4523585,-30.5742904
2079,"CLAY, ALU",CLAY,OCCURRENCE,Not worked,Low Significance,RESC,138.9522935,-30.5745515
4351,"Cu, Co",Cu,DEPOSIT,Seasonal,Locally Significant,REGO,138.4509595,-30.5747784
4177,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4473055,-30.5750044
9480,"Cu, Co",Cu,PROSPECT,Care/ Maintenance,Low Significance,SLST,138.4535355,-30.5759384
2161,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,139.2709254,-30.4622515
3528,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1904257,-30.4627004
3525,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1943167,-30.4639144
4218,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5032885,-30.4647884
3526,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1996497,-30.4649064
2064,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2326004,-30.4679635
3178,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,138.4820435,-30.4681814
2155,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1812594,-30.4688095
8347,Mn,Mn,OCCURRENCE,Not worked,Low Significance,IRSU,138.5963485,-30.4725024
3527,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.1974317,-30.4727924
4401,COAL,COAL,DEPOSIT,Ceased,Significant to SA,COAL,138.4127995,-30.4729454
9173,Cr,Cr,OCCURRENCE,Not worked,Low Significance,CLYR,133.3797632,-30.4778143
4325,MAGS,MAGS,DEPOSIT,Not worked,Locally Significant,MGNS,138.2887515,-30.4779094
8026,MAGS,MAGS,OCCURRENCE,Recreation,Low Significance,MGNM,139.2430334,-30.4785695
11293,Cu,Cu,OCCURRENCE,Not worked,Low Significance,GOSS,138.7929245,-30.4791104
3749,ALU,ALU,PROSPECT,Not worked,Low Significance,RESI,132.1524504,-30.8335713
11357,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.6310195,-30.8355624
3190,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.0444134,-30.8365165
4199,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4402915,-30.5761294
4411,ALU,ALU,OCCURRENCE,Not worked,Low Significance,RESI,139.1329254,-30.5771785
4268,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.4500545,-30.5774944
10801,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.8908175,-30.5775165
7882,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.8607955,-30.5775895
4382,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8549515,-30.5778545
4237,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8731955,-30.5778835
4303,Cu,Cu,OCCURRENCE,Care/ Maintenance,Locally Significant,VEIN,138.4555145,-30.5779614
3109,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.998203,-30.8638583
8378,COAL,COAL,DEPOSIT,Not worked,Locally Significant,COAL,138.4209025,-30.5918914
7413,Cr,Cr,OCCURRENCE,Not worked,Low Significance,MUIN,133.2888172,-30.5942803
406,GNSS,GNSS,DEPOSIT,Not worked,Locally Significant,GNSS,132.7686413,-30.5947873
11517,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.2459071,-30.5991993
2069,ALU,ALU,OCCURRENCE,Not worked,Low Significance,RESI,138.9821074,-30.5999155
4346,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,RESI,138.3451775,-30.6002594
7853,"Zn, Pb",Zn,DEPOSIT,Care/ Maintenance,Locally Significant,BREC,138.3670595,-30.6013644
10197,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,REGO,138.9670194,-30.6032895
403,LMST,LMST,PROSPECT,Abandoned,Low Significance,LMST,130.4112006,-30.6047552
6788,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.543732,-30.6884903
6842,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.565063,-30.6890373
6807,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.569794,-30.6905643
6820,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.564294,-30.6906433
4250,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.8150925,-30.6906694
10839,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.565357,-30.6913093
4244,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.9080374,-30.6918025
3153,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7785315,-30.6919434
6797,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.572704,-30.6920863
6784,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.563168,-30.6923803
6825,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.530735,-30.6924233
11392,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.6902284,-31.2547904
10797,"GRVL, MSLT",GRVL,OCCURRENCE,Abandoned,Low Significance,REGO,138.4242055,-30.9882394
4239,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5809245,-30.9887644
8857,HMIN,HMIN,PROSPECT,Not worked,Locally Significant,SAND,133.0887132,-30.9894333
10819,Cu,Cu,OCCURRENCE,Not worked,Low Significance,TCTO,139.2674264,-30.9904295
11173,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,135.7610219,-30.9929263
11353,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.4231555,-30.9929424
3066,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.110003,-31.0798403
3098,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.08511,-31.0799283
11341,Cu,Cu,OCCURRENCE,Not worked,Low Significance,METL,138.8956974,-31.0805065
6503,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.9016754,-31.0815135
3079,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,135.08507,-31.0818443
3061,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.1235609,-31.0824173
11281,Cu,Cu,OCCURRENCE,Not worked,Low Significance,HYBR,140.4427842,-30.6055135
3218,"Co, Ag, Cu, Ni",Co,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6755965,-31.1211084
3063,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.073426,-31.1215803
11618,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,136.8702687,-31.1230134
3211,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5497405,-31.1230144
3208,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,MTHH,138.6703675,-31.1248924
4505,CHI,CHI,OCCURRENCE,Not worked,Low Significance,SCHT,139.8571743,-31.1253815
3217,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,MTHH,138.6751535,-31.1264034
8311,"Cu, Ag, Au",Cu,OCCURRENCE,Not worked,Low Significance,MGTM,137.1162217,-31.1269534
4515,PALY,PALY,OCCURRENCE,Not worked,Low Significance,CLYS,140.1063593,-31.1286075
4310,"Zn, Cu, Pb",Zn,DEPOSIT,Abandoned,Locally Significant,IRSU,138.4387925,-30.6553964
6307,BAR,BAR,DEPOSIT,Abandoned,Low Significance,QBAU,138.5475765,-31.1663554
9835,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,135.2606669,-31.1696103
6501,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.8947564,-31.1812535
10007,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,136.1661568,-31.1813734
9719,"Cu, Ag, Au, U, U3O8",Cu,PROSPECT,Not worked,Significant to SA,PHBR,137.4061556,-31.1818404
10705,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,136.8459497,-31.1838824
9099,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,DLOM,136.5335997,-31.1854584
6308,BAR,BAR,PROSPECT,Abandoned,Low Significance,QBAU,138.5531495,-31.1902724
3119,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.736113,-31.1918263
8463,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.2500336,-31.2563724
6328,"OCR, Hg, Zn",OCR,OCCURRENCE,Recreation,Significant to SA,IRSU,138.5335375,-31.2597664
6455,"Zn, Cu, Pb",Zn,OCCURRENCE,Not worked,Low Significance,TCTO,138.5326975,-31.2621724
9289,"Cu, Zn",Cu,OCCURRENCE,Not worked,Low Significance,MSED,140.3132482,-31.2662985
9114,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,MSED,140.1210152,-31.2678345
6416,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.5775695,-31.2693814
6457,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.5380415,-31.2773544
6487,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.5973775,-31.2791334
8426,"Zn, Ag, Pb",Zn,PROSPECT,Not worked,Low Significance,LMST,138.9429454,-31.2843495
587,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.1337876,-30.7256044
10799,Cu,Cu,OCCURRENCE,Not worked,Low Significance,TCTO,138.7571375,-30.7265264
3093,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,135.084956,-31.0832013
4750,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,135.076176,-31.0846293
6377,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6607645,-31.0846714
6555,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,LMST,138.8288664,-31.0848175
4905,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,GRNT,135.1263429,-31.0850853
8462,"Cu, Au, Co",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,140.5791982,-31.3450555
9617,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.0391557,-31.3469374
11389,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.7439284,-31.3473635
6430,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,GUAN,138.6946344,-31.3475694
6450,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.8304874,-31.3493165
6431,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,SLST,138.8357174,-31.3502085
6442,"FELD, ASBT",FELD,OCCURRENCE,Not worked,Low Significance,VEIN,138.7592684,-31.3519625
9834,Zn,Zn,OCCURRENCE,Not worked,Low Significance,VOLC,135.2824819,-31.1303143
3060,Au,Au,OCCURRENCE,Not worked,Low Significance,BREC,134.541349,-30.7037243
2112,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.2246224,-30.7039285
384,Fe,Fe,PROSPECT,Not worked,Locally Significant,QMTU,134.719397,-30.7039513
6830,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.541833,-30.7039933
6840,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.543774,-30.7040653
3134,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.548661,-30.7041993
6827,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.527639,-30.7043593
6796,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.537481,-30.7045353
3141,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.536014,-30.7047123
6841,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.541713,-30.7048793
1042,"U, U3O8",U,DEPOSIT,Not worked,Locally Significant,MTHH,140.7901892,-31.1932535
394,Au,Au,DEPOSIT,Care/ Maintenance,Locally Significant,VEIN,134.528523,-30.7070053
4185,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2173994,-30.7070605
6803,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.542472,-30.7071183
6822,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.549878,-30.7073713
6847,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.526389,-30.7079733
6795,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.525404,-30.7085743
399,Au,Au,OCCURRENCE,Care/ Maintenance,Locally Significant,VEIN,134.536244,-30.7086673
6843,Au,Au,DEPOSIT,Abandoned,Locally Significant,VEIN,134.531578,-30.7090173
11345,"Mn, Cu, U",Mn,OCCURRENCE,Abandoned,Low Significance,MNOU,139.2459504,-30.7270105
591,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.1282526,-30.7278304
9409,"SDST, CALI",SDST,OCCURRENCE,Care/ Maintenance,Low Significance,SDST,139.4699604,-30.7316305
4316,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,138.4238775,-30.7340584
11116,BAR,BAR,OCCURRENCE,Not worked,Low Significance,BARI,138.1283176,-30.7374534
9165,"Au, U",Au,OCCURRENCE,Not worked,Low Significance,SHLE,134.4299511,-30.7374893
581,BAR,BAR,PROSPECT,Not worked,Low Significance,QBAU,138.1274596,-30.7392034
9350,HMIN,HMIN,DEPOSIT,Not worked,Locally Significant,SAND,132.2968443,-30.9473013
3172,"Cu, Zn",Cu,PROSPECT,Abandoned,Low Significance,VEIN,138.6682995,-30.9475284
4319,BAR,BAR,DEPOSIT,Abandoned,Locally Significant,QBAU,139.2239134,-30.9494955
10727,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,SDST,138.8302154,-31.3528355
11619,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,SLST,136.8763077,-31.3548864
6489,"BAR, CELES",BAR,OCCURRENCE,Not worked,Low Significance,QBAU,139.2851564,-31.3560125
9029,U,U,OCCURRENCE,Not worked,Low Significance,CLYS,139.6460473,-31.3575505
9107,"LMST, DOL",LMST,PROSPECT,Not worked,Low Significance,LMST,138.5383055,-31.3579404
7852,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.9811974,-31.3600365
3021,"Cu, Ag, Au",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.1744907,-30.7843714
624,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.8850654,-30.7852925
9201,"Pb, Zn",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1397935,-30.7881114
4193,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.3563175,-30.7890314
605,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.2556965,-30.7897164
625,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.8584135,-30.7902275
2111,"Cu, Hg, Pb, Zn",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2302744,-30.7051405
3099,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.998307,-30.8641993
9163,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,134.990493,-30.8645823
3139,Au,Au,DEPOSIT,Seasonal,Low Significance,TCTO,134.997102,-30.8654763
618,Pb,Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9858134,-30.8656575
3107,Au,Au,OCCURRENCE,Seasonal,Low Significance,TCTO,134.996599,-30.8660103
617,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.9853544,-30.8660995
3143,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,134.996385,-30.8663093
3124,Au,Au,OCCURRENCE,Seasonal,Low Significance,TCTO,134.995709,-30.8665593
3108,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,134.997022,-30.8666483
10789,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.9637374,-30.8668265
584,BAR,BAR,DEPOSIT,Not worked,Locally Significant,QBAU,138.1349476,-30.7091354
6837,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.529756,-30.7091743
594,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.1444855,-30.8730754
574,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4007425,-30.8732474
620,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9881574,-30.8755465
17,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIM,138.4011675,-30.8768634
593,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.1445815,-30.8768644
11617,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,136.7681867,-30.8783104
628,CAL,CAL,DEPOSIT,Abandoned,Low Significance,VEIN,138.1434515,-30.8797254
8900,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,131.9810714,-30.8825963
11533,Fe,Fe,OCCURRENCE,Not worked,Low Significance,BIFM,135.095833,-30.8845163
4273,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.9002694,-30.9497935
9718,Au,Au,OCCURRENCE,Not worked,Low Significance,QBAU,138.4668945,-30.9499604
9202,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.6856945,-30.9506754
4284,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6721435,-30.9530104
3170,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6723075,-30.9546324
11541,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.884038,-30.9551643
